,indicator,NAME,ADDRESS,OPEN_YEAR_ROUND,HANDICAP_ACCESSIBLE,LAT,LNG,LAT1,LNG1
221,1,Howard Bennett Playground,"West 135 to West 136 streets, Lenox to 5 avenues",Yes,Not Available,40.8136794,-73.9387312,NA,NA
222,1,Inwoood Hill Park (Nature Center),Gaelic Field and Area around Salt Marsh West of Indian Road (at 218th St),Yes,No,40.871509,-73.925709,NA,NA
223,1,Inwood Hill Park (Payson Playground),Payson & Dyckman streets,Yes,No,40.8677145,-73.9212019,34.2308684,-111.3251355
224,1,Inwood Hill Park (Tennis Courts),Tennis courts & ballfields along Seaman Avenue from 207th Street to 214th Street,Yes,No,40.869927,-73.922422,37.2905087,-76.7298653
225,1,J. Hood Wright Park,"Ft. Washington & Haven avenues, West 173 St",Yes,Yes,40.846319,-73.941364,NA,NA
226,1,Jackie Robinson Park,West 149 Street & Bradhurst Avenue,Yes,No,40.824236,-73.942139,NA,NA
227,1,Jackie Robinson Park (Playground 152 CLII),West 152 & Bradhurst Avenue,Yes,No,40.827962,-73.93994,NA,NA
228,1,Jackie Robinson Park (Rec Center),"Bradhurst & Edgecombe avenues, West 145 to West 155 streets",Yes,Not Available,40.824274,-73.942122,NA,NA
229,2,Jacob Schiff Playground,"Amsterdam Avenue, West 136 Street",Yes,No,NA,NA,40.8174777,-73.946736
230,1,John Jay Park & Pool,East 76-East 78 streets & Cherokee Place,Yes,No,40.7693053,-73.9493916,38.979234,-94.439631
231,1,James J. Walker Park (Carmine Rec Center),"Hudson, Leroy, Clarkson streets, 7 ave",Yes,No,40.729758,-74.006272,NA,NA
232,1,Little Flower Playground,Madison Street opposite Jefferson Street,Yes,Yes,40.7123939,-73.9884206,43.0730517,-89.4012302
233,1,Marcus Garvey Park (Pelham Fritz Recreation Center),18 Mount Morris Park West,Yes,No,40.805042,-73.944831,40.8050093,-73.9448633
234,1,Marcus Garvey Park (pool),"Madison Avenue, East 120 to East 124",Yes,Not Available,40.80518,-73.943365,43.6728093,-79.4052216
235,1,Martin Luther King Houses,"Lenox ave, west 113 to west 114 streets",Yes,No,40.6968447,-73.949496,38.6727119,-90.2934383
236,1,May Matthews Playground,West 45 St between 9 & 10 avenues,Yes,No,40.756617,-73.983303,29.8331559,31.3529387
237,1,McCaffrey Playground,"West 43 St, 8 & 9 avenues",Yes,No,40.758985,-73.9913589,38.431024,-86.941794
238,1,McKinley Playground,"Ave A, East 3-East 4 streets",Yes,No,40.724024,-73.98503,47.6532648,-117.3469896
239,1,Morningside Park,West 123 St & Morningside ave,Yes,Yes,40.805135,-73.959095,41.6661463,-87.8912235
240,1,Morningside Park,"Athletic Fields and Lawns from 114th St to 110th St along Manhattan Ave, East of Upper Path",Yes,Not Available,40.806028,-73.959063,NA,NA
241,1,Morningside Playground,West 117 St & Morningside Ave,Yes,No,40.806334,-73.957754,41.4675749,-81.7687675
242,1,Msgnr. Kett,West 204 St & Nagle Ave,Yes,No,40.863132,-73.920639,33.8456017,-118.2992222
243,1,Orville & Wilbur Playground,West 156 St & St. Nicholas Avenue,Yes,No,40.83168,-73.941769,NA,NA
244,1,Playground 70,West End Avenue & West 70 Street,Yes,Yes,40.704988,-73.881494,NA,NA
245,1,Playground 96 (XCVI),"2 Avenue, East 96 to East 97 Street",Yes,No,40.785684,-73.950114,NA,NA
246,1,PS 155 Playground,"East 117 to East 118 Streets, 1 to 2 avenues",Yes,Not Available,40.798027,-73.936976,NA,NA
247,1,Renaissance Playground,"West 144 Street, between 7 & 8 avenues",Yes,No,40.822447,-73.943055,29.839422,31.3384822
248,1,Robert Moses Playground,"1 Ave, East 41 to East 42 St",Yes,No,40.748006,-73.9691,-10.3345449,-48.2997164
249,1,St Nicholas Park South,West 129 & 7 Ave,Yes,No,40.813709,-73.950944,43.6118917,-112.1298471
250,1,St Nicholas Park,West 133 St & St Nicholas Ave,Yes,No,40.820159,-73.946988,38.8257134,-95.8199323
251,1,St Nicholas Park (Arlington Edinboro Playground),West 140 St & St Nicholas Ave,Yes,No,40.821214,-73.947283,40.5150292,-93.99842
252,1,St Vartan Park,"East 35-East 36 St, between 1 & 2 avenues",Yes,Yes,40.7449676,-73.9736364,29.8894662,31.3071263
253,1,Stanley Isaacs,East 96-97 Streets & FDR Drive,Yes,Yes,40.782809,-73.944604,36.0234368,-95.8724539
254,1,Tecumseh Playground,West 77 St & Amsterdam Ave,Yes,No,40.7817253,-73.978687,41.7536803,-87.6872304
255,1,Union Square Park,"Broadway to 4 Avenue, East 14 Street to East 17 streets",Yes,Not Available,40.736292,-73.989566,NA,NA
256,1,Vesuvio Playground,Spring & Thompson Streets,Yes,Yes,40.725367,-74.0025609,36.4214066,-116.4221616
257,1,Wagner Pool,East 124 Street between 1 & 2 Ave,Yes,No,40.801992,-73.933208,32.9744973,-91.7396503
258,1,West 59th St Recreation Center & Pool,"West 59 to West 60 St, Amsterdam to West End Ave",Yes,Not Available,40.771447,-73.988567,NA,NA
259,1,Brevoort Playground,Ralph Ave & Chauncy St,Yes,Not Available,40.6805498,-73.9225717,40.634696,-73.9188247
260,2,Brownsville Playground,Linden Blvd & Hegeman Ave,Yes,No,25.8159583,-80.2299094,40.6578786,-73.896138
261,1,Bushwick Inlet Park,Kent Ave. btwn N 9 St. and N 12 St,Yes,Not Available,40.7222436,-73.9615144,NA,NA
262,1,Bushwick Playground & Pool,Flushing & Bushwick Ave btwn Garden & Beaver,Yes,Not Available,40.7018076,-73.9394723,40.7674987,-73.833079
263,1,Cadman Plaza & Brooklyn War Memorial,"Tillary, Cadman Plaza West, Cadman Plaza East, Prospect St",Yes,No,40.6982776,-73.9914896,NA,NA
264,1,Century Playground,Brighton Beach Ave & West 2 St,Yes,Not Available,40.5767757,-73.970055,40.5775615,-73.961412
265,1,Chester Playground,"Chester Street, Sutter Ave",Yes,No,40.6687403,-73.9118244,36.2198886,-115.1881888
266,1,City Line Park,Atlantic & Fountain Aves,Yes,No,40.679606,-73.874736,41.4036007,-95.0138776
267,1,Coney Island,Brighton 2nd,Yes,Yes,40.573527,-73.970744,39.985252,-104.8202615
268,1,Coney Island Beach,Corbin Pl to Coney Island Ave,Yes,No,40.5721302,-73.9793298,NA,NA
269,2,Cooper Park,"Sharon, Olive St, Maspeth & Morgan Aves",Yes,Not Available,40.700424,-89.5385254,40.714593,-73.938755
270,1,Cypress Hills Park,Blake & Euclid Ave,Yes,No,40.670334,-73.871688,31.8970099,-92.2413776
271,2,Digilio Playground,McDonald Ave & Ave F,Yes,No,NA,NA,40.6235909,-73.9758061
272,1,Dimattina Playground,Hicks & Rapelye St,Yes,No,40.6803115,-74.0022113,31.184905,-93.0159912
273,1,Dr. Martin Luther King Jr. Park,"Dumont, Blake, Miller Ave",Yes,No,40.667555,-73.890647,NA,NA
274,1,Dr. Richard Greene Playground,Mother Gaston Blvd (Stone Ave) & Sutter Ave,Yes,No,40.712986,-73.987595,NA,NA
275,1,Dyker Beach Park,"Shore Prkwy, 86 St, 7 to 14 Ave",Yes,No,40.6120808,-74.0140275,NA,NA
276,1,Edmonds Playground,"DeKalb Ave, Adelphi St",Yes,No,40.6893545,-73.9714325,41.9294736,-88.7503647
277,1,Ethan Allen Playground,New Jersey Ave & Vermont St/Worthman,Yes,Not Available,40.6557721,-73.8870206,38.9855357,-74.8226626
278,1,Fermi Playground,Troutman St & Central Ave,Yes,No,40.7004831,-73.9285422,NA,NA
279,1,Fox Playground,"Ave H, East 54 to E 55 St",Yes,Yes,40.6325221,-73.9240414,-10.3214578,-48.3234738
280,1,Fulton Park,"Fulton, Chauncey St, Stuyvesant, Lewis Ave",Yes,No,40.679807,-73.932395,40.1905499,-74.7805328
281,1,Galapo Playground,"Bedford Ave, Gravesend Neck Rd",Yes,No,40.5979212,-73.9467281,40.6081026,-73.9481894
282,1,Garibaldi Playground,82 to 83 St at 18 Ave,Yes,Not Available,40.6090667,-74.0001737,13.7873829,100.6456852
283,1,Greenwood Playground,"Fort Hamilton Pkwy, Greenwood, East 5 St",Yes,Not Available,40.6502804,-73.9764294,40.6094454,-74.0285434
284,2,Hamilton-Metz Field,"Albany, E New York, Lefferts Ave",Yes,No,41.6148149,-84.8840446,40.6626057,-73.9467655
285,1,Hattie Carthan Playground,East of Marcy St,Yes,No,40.6857428,-73.9452692,35.6885097,-105.9352118
286,1,Heckscher Playground,Grove St to Linden St,Yes,Yes,40.7684844,-73.9772017,NA,NA
287,1,Herbert Von King Park,"Greene, Marcy, Lafayette, Tompkins Ave",Yes,Yes,40.689612,-73.946732,NA,NA
288,1,Herman Dolgon Playground,Ave V & Hostrand Ave,Yes,No,40.5982571,-73.9398397,38.5656096,-97.9590939
289,1,J.J. Byrne Memorial Park,"3 to 4 St, 4 to 5 Ave",Yes,No,40.8627738,-73.3255504,26.1616275,32.7080971
290,1,Jackie Robinson Playground,"Sullivan Place & Franklin Ave, Montgomery St",Yes,No,40.6656832,-73.9593103,40.6643685,-73.9560187
291,1,Jesse Owens Playground,John J. Carty Park,Yes,Not Available,40.6912345,-73.9324918,40.6132391,-74.0301958
292,1,John Paul Jones Park,"Shore Prkwy, Fort Hamilton Parkway, 101 St",Yes,Not Available,40.6110485,-74.033835,NA,NA
293,1,Kaiser Park,"South of Gravesend Bay, Southeast of Path, Northeast of Neptune Ave",Yes,No,40.5789776,-73.9970482,NA,NA
294,1,Kennedy King Playground,East 93 St & Lenox Rd,Yes,No,40.6585484,-73.9222043,41.4599879,-81.6214291
295,1,Lincoln Terrace Park,Buffalo Ave/Protal St/New York Ave,Yes,No,40.667319,-73.926355,NA,NA
296,1,Lindower Park,"Mill & Strickland Ave, 60 St",Yes,Not Available,40.6123076,-73.9113651,44.1024575,-85.1474375
297,1,Maria Hernandez Park,"Knickerbocker to Irving Ave, Starr to Suydam St",Yes,No,40.7031595,-73.9238951,NA,NA
298,1,Marine Park,Burnett St btwn Ave U and Ave X/west of East 33rd St,Yes,No,40.5954615,-73.9212858,NA,NA
299,2,Marion-Hopkinson Playground,Hopkinson Ave & Marion St,Yes,No,40.681718,-73.913571,40.6692495,-73.9135787
300,1,Martinez Playground,"Scholes St, Graham Ave",Yes,No,40.7091573,-73.9439381,40.708466,-73.943466
301,1,McCarren Park,12th St/Driggs Ave/Lorimer St/ Bedford Ave,Yes,No,40.7213441,-73.9526361,NA,NA
302,1,McLaughlin Park,"Tillary St, Jay St, Cathedral Pl, Bridge St",Yes,No,40.6963853,-73.986125,NA,NA
303,1,Mellet Playground,Ave V btwn East 13 & East 14 St,Yes,No,40.5969589,-73.9573817,29.840364,31.3375167
304,1,Metropolitan Pool,Southeast corner of Bedford & Metropolitan Ave,Yes,No,40.714993,-73.960328,33.780065,-117.9039335
305,1,Mt. Prospect Park,"Eastern Pkwy, Underhill Ave",Yes,No,40.671778,-73.966774,40.7625797,-73.5337516
306,1,Newport Playground,Newport Ave & osburn St,Yes,No,40.660673,-73.903993,NA,NA
307,1,Nostrand Playground,Nostrand & Foster Ave,Yes,No,40.62297,-73.94641,NA,NA
308,1,Ocean Hill Playground,"Bergen St, Rockaway Ave, Dean Street",Yes,No,40.6744138,-73.9121896,40.885978,-74.555825
309,1,Oracle Playground,Adelphi & Myrtle Ave,Yes,No,40.6939264,-73.9715243,39.0031656,-76.97192
310,1,Osborn Playground,Linden Blvd & Osborn St,Yes,No,40.656026,-73.905951,40.6578786,-73.896138
311,1,Paerdegat Park,"Foster Ave, East 40-41 St",Yes,No,40.6382216,-73.9380028,40.678658,-73.723344
312,1,Rappaport Playground,"52-53 St, Fort Hamilton Parkway",Yes,No,40.650273,-73.976452,NA,NA
313,1,Red Hook Park (Coffey Park Playground,"King, Richards, & Dwight St",Yes,No,40.6772802,-74.0094471,52.6339568,-1.152479
314,1,Red Hook Park (Recreation Center),"Otsego, Bay, Hicks, Lorraine, Court, Halleck St",Yes,No,40.6772802,-74.0094471,NA,NA
315,1,Rodney Playground South,"Rodney, South 3 & South 4 St",Yes,No,40.709785,-73.9559123,42.2054689,-95.9498735
316,1,Roebling Playground,"Wilson & Lee Ave, Taylor St",Yes,No,40.7064875,-73.9615144,35.7212689,-77.9155395
317,1,Rolf Henry Playground,New York & Clarkson Ave,Yes,No,40.6557697,-73.9474387,40.7127837,-74.0059413
318,1,Russell Pederson Playground,"Colonial Rd, 83 to 85 St",Yes,Not Available,40.626353,-74.036105,NA,NA
319,1,Saratoga Square Park,"Howard Ave, Halsey, Macon St",Yes,No,40.684971,-73.918769,NA,NA
320,1,Slope Park,6 Ave Bet 18 & 19 Sts,Yes,Not Available,40.661698,-73.989475,29.8387038,31.3384993
321,1,Star Spangled Banner Playground,Franklin & Wiloughby Ave,Yes,No,40.692846,-73.95765,35.9250637,-86.8688899
322,1,Sternberg Park,"Montrose Ave, Boerum, Lorimer, Leonard St",Yes,Yes,40.7064848,-73.947371,56.706922,-2.466115
323,1,Stockton Playground,Marcy & Park Ave,Yes,No,40.6973709,-73.948184,43.1706253,-75.2915564
324,1,Sunset Park,"41 to 44 St, 5 to 7 ave",Yes,No,40.645532,-74.0123851,-8.8555137,-48.5083212
325,1,Surf Playground,West 27 St & Surf Ave,Yes,No,40.5732096,-73.9929283,36.8756394,-76.2967379
326,1,Tiger Playground,Evergreen Ave & Eldert St,Yes,Yes,40.6881981,-73.9111814,43.2773188,-93.4083467
327,1,Tilden Playground,"Tilden Ave, East 48 to East 49 St",Yes,No,40.648008,-73.93292,43.6947781,-79.5158585
328,1,Van Voorhees Lower Park,"Congress, Columbia, West/South BQE",Yes,Not Available,40.689651,-73.999566,NA,NA
329,1,Washington Hall Playground,"Park, Washington Ave to Hall St",Yes,Yes,40.695402,-73.966711,NA,NA
330,1,William Sheridan Playground,"Wythe Ave, Berry & Grand St",Yes,No,40.7151949,-73.9640858,NA,NA
331,1,Willoughby Playground,Tompkins & Willoughby Ave,Yes,No,40.6944871,-73.94692,42.3730923,-84.5416359
332,1,Yak Playground,Ave Y btwn Coyle & Batchelder St,Yes,Yes,40.5925244,-73.9365332,NA,NA
333,1,Annandale Playground,Yellowstone Blvd & 65 Rd & 65 Ave,Yes,Yes,40.7312764,-73.8516467,29.6935712,-95.3616088
334,1,Arrow Community Garden,35th St & 36th Ave,Yes,No,40.755735,-73.926316,38.4047226,-82.600277
335,1,Astoria Heights Playground,"30 Rd, 45 to 46 St",Yes,No,40.760674,-73.911527,NA,NA
336,1,Athens Sq,29 St & 30 St & 30 Ave & Newtown Ave,Yes,Yes,40.768416,-73.921227,NA,NA
337,1,Bay Terrace Playground,23 Ave & 212 St,Yes,No,40.782421,-73.777271,48.0054429,-97.8551628
338,1,Bayside Fields,"204 St & 29 Ave, Clearview Expressway",Yes,Yes,40.773684,-73.784735,44.4267369,-97.516649
339,1,Bayside Playground,Beach Channel Dr & Seaside Ave,Yes,No,40.5849818,-73.8251811,40.5897085,-73.8148117
340,1,Bellaire Playground,89 Ave & 207 & 208 St,Yes,No,40.7215183,-73.7578984,40.710539,-73.7871156
341,1,Captain Tilly Park,Highland Ave & Upland Pkwy & Gothic Pkwy & 85 Ave,Yes,No,40.7124413,-73.7988958,36.53264,-119.6289038
342,1,Castlewood Playground,Little Neck Pkwy & 72 Ave,Yes,No,40.7493312,-73.7223177,40.7536177,-73.7227354
343,1,Challenge Playground,251 St & 63 Ave,Yes,No,40.7567232,-73.7281103,43.7457298,-97.6172678
344,1,Clement Clark Moore Park,Broadway & 83 St,Yes,No,40.7466119,-74.0043308,41.1115472,-73.8583806
345,1,Clintonville Playground,Clintonville St & 17 Rd & 17 Ave,Yes,No,40.7833263,-73.807903,40.7864387,-73.8098461
346,1,Crocheron Park Field House,34th Ave & 214th Pl & 34th Rd & 214th Ln & 35th Ave & 216th St,Yes,No,NA,NA,40.7543568,-73.8794598
347,1,Crowley Playground,57 Ave & 83 St,Yes,No,40.7294578,-73.8799463,37.548291,-99.0500762
348,1,Cunningham Park,210 St & 73 Ave,Yes,Yes,40.7367631,-73.7683784,40.7423761,-95.2234607
349,1,Ditmars Park Playground,23 Ave to Ditmars Blvd,Yes,No,40.7727441,-73.8976184,NA,NA
350,1,Dutch Kills Playground,"crescent-28 St, 36 Ave & 37 Ave",Yes,No,40.757111,-73.933044,NA,NA
351,1,East Elmhurst Playground,25 Ave & 98 St,Yes,Yes,40.765544,-73.870759,NA,NA
352,2,Ederle Comfort Station,"Grand Central pkwy & Whitestone Exwy between 111 St & College Point Blvd, Park Dr E",Yes,Yes,NA,NA,40.7186362,-73.7954966
353,1,Emerald Playground,14 St between Jewe Ave & 71 Ave,Yes,No,40.7309791,-73.8059729,61.1540538,-149.9542148
354,1,Equity Park,90 St & 88 ave & 89 Ave,Yes,No,40.6913888,-73.8534845,42.7591754,-91.7155762
355,1,Farm Playground,73 Ave & 195 St & 196 Pl,Yes,No,40.735575,-73.775972,40.7381109,-73.7674294
356,2,Flushing Fields,Bayside Ave & 25 Ave & 149 to 150 St,Yes,Not Available,NA,NA,40.7714722,-73.8172937
357,1,Flushing Meadows Corona Park,Grand Central Pkwy & Van Wyck Expressway,Yes,No,40.7397136,-73.840785,40.7186362,-73.7954966
358,1,Hallets Cove Playground,Hallets Cove & Vernon Blvd,Yes,Not Available,40.7717904,-73.9343288,-37.1966644,144.0833442
359,2,Hammel Playground,Rockaway Beach Blvd between beach 84 St & Beach 81 St,Yes,Not Available,NA,NA,40.5831381,-73.8226613
360,1,Harold Schneideman Playground,155 Ave & 83 St,Yes,Yes,40.664767,-73.850922,41.6400998,-90.5980213
361,1,Hart Playground,37 Ave & west of 69 St,Yes,No,40.7489054,-73.8972181,41.5505926,-87.2047099
362,1,Hemon MacNeil Park,East of paved path running north from 119th St,Yes,No,40.7928327,-73.8518567,NA,NA
363,1,Hollis Playground,205 St & Hollis Ave,Yes,No,40.706952,-73.75299,44.414235,-98.2489349
364,1,Holy Cow Playground,Peck Ave & Harding Blvd,Yes,No,40.741262,-73.776427,40.9852219,-73.6771619
365,1,Hoover Playground,Manton St & 83 Ave,Yes,No,40.7120075,-73.8216889,39.9373794,-75.1802915
366,1,Horace Harding Playground,62 Dr between 97 Pl & 98 St,Yes,Not Available,40.7357639,-73.8567468,33.8631902,-84.4649469
367,1,John Golden Park,215 Pl & south of 32 Ave,Yes,Yes,40.774225,-73.767632,NA,NA
368,1,Kissena Corridor East,Peck Ave & 188 St,Yes,No,40.7473524,-73.820586,40.9852219,-73.6771619
369,1,Lawrence Virgilio Playground,39 Drive & 54 St,Yes,Not Available,40.747474,-73.910586,NA,NA
370,1,London Planetree Playground,88 St & Atlantic to 95 Ave,Yes,No,40.6860837,-73.853117,43.829476,-85.7420126
371,2,Loring Field,north Conduit & 149 Ave,Yes,No,42.736638,-72.3843867,40.6669522,-73.7957487
372,2,Lost Battalion Hall,Queens Blvd beetween 62 Ave & 62 Rd,Yes,Not Available,NA,NA,40.7282239,-73.7948516
373,2,Lou Lodati Playground,Skillman Ave & 43 St,Yes,No,NA,NA,40.631055,-73.62462
374,1,Louis Armstrong Playground,37 Ave between 112 & 113 St,Yes,Not Available,40.7556465,-73.8547709,51.3298101,-0.4139676
375,1,Louis Pasteur Park,248 St & 51 Ave,Yes,No,"40.762470,",-73.734383,43.7894496,-97.317357
376,1,Maple Playground,Kissena Blvd & Maple Ave,Yes,Yes,40.7559225,-73.8260082,40.7413696,-73.8148124
377,1,Marconi Park,109Ave & 155 St,Yes,No,40.693704,-73.795286,42.4839997,-86.1205004
378,1,Marie Curie Park,211 & Oceana St & 46 Ave,Yes,No,40.7571164,-73.7715039,NA,NA
379,1,Maurice A. Fitzgerald Playground,Atlantic Ave & 106 St,Yes,No,40.690865,-73.839237,NA,NA
380,1,Michaelis-Bayswater Park,Beach Channel Dr & B 32 St & Dwight Ave & Norton Ave,Yes,Yes,40.598722,-73.767504,40.5897085,-73.8148117
381,1,Montbellier Park,Springfield Blvd & 139 Ave,Yes,No,40.6746737,-73.7564275,40.7073529,-73.7390612
382,1,Murray Playground,21 St & 45 Ave & 11 St & 45 Rd,Yes,Not Available,40.7472832,-73.9486568,34.4193638,-103.1463857
383,1,Nautilus Playground,Merrick & Baisley Blvd,Yes,No,40.685384,-73.770036,40.6628795,-73.551516
384,1,North Rochdale Playground,Baisley Blvd & Bedell St,Yes,No,40.680689,-73.77472,NA,NA
385,1,Nicholas Demutis Playground,102 St & Liberty Ave,Yes,No,40.681596,-73.83901,NA,NA
386,1,Painters Playground,Alderton St from Dieterle to Elwell Crescents,Yes,Not Available,40.720411,-73.860036,NA,NA
387,1,Playground 90,Northern Blvd & 90 St,Yes,No,40.757315,-73.87845,32.4227473,-86.2748531
388,1,Playground 75,106 St & 75 Ave,Yes,Not Available,40.726268,-73.808249,45.8539288,-99.3768295
389,2,Queens Farm Museum,Little Neck Pkwy & Commonwealth Blvd & south of Grand Central Pkwy,Yes,No,12.9746611,77.6028414,40.7536177,-73.7227354
390,1,Queensbridge Park,21 St & Bridge Plaza & Vernon Blvd & East River,Yes,Not Available,40.7566953,-73.9484021,34.4193638,-103.1463857
391,1,Reiff Playground,Fresh Pond Rd & 63 St & 59 Dr,Yes,Not Available,40.7186569,-73.9016277,40.710981,-73.899709
392,1,Rufus King Park,Jamaica Ave & 153 St & 89 Ave & 150 St,Yes,Not Available,40.7036801,-73.8039529,40.7022091,-73.8041576
393,1,Russell Sage Playground,68 Ave & Booth to Austin St,Yes,No,40.724354,-73.851407,43.0306261,-85.9566152
394,1,Seaside Playground,Rockaway Beach Blvd & B109-B110 St,Yes,Not Available,40.5849818,-73.8251811,40.5831381,-73.8226613
395,1,Smokey Oval,125 St & Atlantic Ave,Yes,No,40.694687,-73.821775,45.5789743,-99.643324
396,1,St. Albans Park,174 St & 113 Ave,Yes,No,40.836557,-73.887887,40.837288,-73.887734
397,1,Tall Oak Playground,64 Ave & 218 st & 219 St,Yes,No,40.746569,-73.758899,NA,NA
398,1,Union Playground,Union St & 31 Rd,Yes,No,40.735877,-73.988722,42.8212715,-89.3010356
399,1,Vleigh Place Playground,Vleigh Pl & 141 St,Yes,No,40.7181533,-73.8204022,40.72314,-73.8204868
400,1,Vleigh Playground,70 Rd to 71 Ave,Yes,Yes,40.7298704,-73.8159908,23.0599167,113.1020109
401,1,Whitestone Playground,12 Ave & 153 St,Yes,Yes,"40.792010, ",-73.808606,NA,NA
402,1,Greencroft Playground,Redgrave ave & Ainsworth ave & Durant ave,Yes,No,40.551685,-74.136334,NA,NA
403,2,Joline Pool Playground,Joline Ave & Hylan Blvd,Yes,Yes,NA,NA,40.505721,-74.235713
404,1,Levy Playground,Jewett ave & Castleton ave,Yes,No,40.633905,-74.1290426,41.9031595,-100.2688943
405,1,Lyons Pool,Pier 6 & Victory Blvd,Yes,Yes,40.637691,-74.074403,57.4390903,10.5516386
406,1,Mahoney Playground,Beechwood ave & Cleveland ave,Yes,No,40.6434007,-74.0860043,40.850432,-81.1339976
407,1,Markham Playground,Willowbrook Pkwy & Forest ave & Houston St,Yes,Yes,40.6233382,-74.1458331,39.8422889,-86.1191996
408,2,McDonald Playground,Forest Ave & Myrtle Ave between Broadway & Burgher,Yes,Not Available,40.629518,-74.115092,43.6815232,-70.2898967
409,1,Midland Field,Midland Ave & Mason Ave,Yes,Yes,40.5762928,-74.098669,30.1800183,-92.5370785
410,1,Midland Playground,Lincoln ave & Mason ave,Yes,No,40.5752343,-74.0988526,42.7765149,-94.227158
411,1,Old Town Playground,Parkinson Ave & Kramer St,Yes,No,40.5954163,-74.081599,40.5966253,-74.0828032
412,1,Prescott Playground,Hylan Blvd & Huguenot Ave,Yes,No,40.5227012,-74.1861976,40.5464584,-74.1414633
413,1,Schmul Park,Wild Ave & Pearson St,Yes,No,40.5884484,-74.1852803,31.441349,-86.9680841
414,1,Silver Lake Park,Victory Blvd & Clove Rd & Forest Ave,Yes,No,40.628284,-74.099,36.7960918,-76.3334076
415,1,South Beach Wetlands,Quintard St. Bet. Quincy Ave & Father Capodanno Blvd,Yes,Yes,40.5869221,-74.0729716,NA,NA
416,1,Stapleton Playground,Tompkins ave & Broad St,Yes,Yes,40.623087,-74.079505,NA,NA
417,1,Willowbrook Park,Richmond Ave & Vitory Blvd,Yes,No,40.600498,-74.158237,38.1397164,-79.0496289
418,1,High Line Bathroom at Gansevoort St,,Yes,Yes,43.196119,-73.6516666,NA,NA
419,1,Morton Williams,"908 Second Avenue, New York, NY",Yes,Unknown,40.753794,-73.968998,NA,NA
420,1,100% Playground,"Glenwood Road, East 100 & East 101 streets",Yes,Not Available,40.646566,-73.899077,NA,NA
421,1,174th Street Playground,"East 174 Street, Stratford Avenue, Bronx River Avenue",Yes,Not Available,40.8343419,-73.8777413,40.8276779,-73.9260176
422,2,227 Street Playground,Bronx Boulevard between East 226 and East 228 streets,Yes,Yes,34.7774186,-83.0644278,40.8897285,-73.863865
423,1,Agnes Haywood Playground,"East 215 Street, Barnes Avenue, East 216 Street",Yes,Not Available,40.8803982,-73.8615704,37.209164,-93.2527085
424,1,Albemarle Park,Albermarle Road & Dahill Road,Yes,Yes,40.645154,-73.980883,NA,NA
425,1,Albert J. Parham Playground,"Adelphi Street, Clermont, DeKalb & Willoughby avenues",Yes,Yes,40.690205,-73.970958,NA,NA
426,1,Alley Pond Park (Alley Athletic Field),"Grand Central Parkway, Winchester Boulevard, &Union Turnpike",Yes,Not Available,40.740016,-73.735096,34.1699691,-118.2891733
427,1,Alley Pond Park (Alley Pond Spring),"Springfield Boulevard, 73rd Avenue, 76th Avenue to tree line & natural area",Yes,Not Available,40.739942,-73.736188,NA,NA
428,1,Alley Pond Park (Horatio Playground),Horatio Parkway and 50 Avenue,Yes,Not Available,40.747267,-73.742827,40.758232,-73.7531418
429,1,Alstyne Playground,Alystine Avenue & 102 Street,Yes,Not Available,40.743533,-73.861561,40.7433542,-73.8636818
430,1,American Playground,"Noble, Franklin Milton Streets",Yes,Yes,40.728769,-73.957659,NA,NA
431,1,Ampere Playground (PS 64),101 Avenue & 82 Street,Yes,Not Available,40.681298,-73.856995,40.687565,-73.834403
432,1,Andrews Playground,"49 Avenue, Vernon Boulevard, 5 Street",No,Not Available,40.7434498,-73.9548102,53.0528095,-2.3062691
433,1,Arcilla Playground,"Teller Avenue, Park Avenue, Clay Avenue, East 64 Street",Yes,Yes,40.8271436,-73.9142127,NA,NA
434,1,Arrochar Playground,"Sand Lane, Major Avenue, McFarland Avenue",Yes,Yes,40.5976316,-74.0709523,NA,NA
435,1,Astoria Park (Charybdis Playground),Shore Boulevard opposite 23 Road,Yes,Not Available,40.775606,-73.921492,NA,NA
436,1,Aubondale Playground,"170-171 streets, 33-35 avenues",Yes,Not Available,40.7658583,-73.7942082,40.6788906,-90.4634925
437,1,Baisley Pond Park,"150th Street, Rockaway Boulevard, Baisley Boulevard South, & North Conduit Avenue",Yes,Not Available,40.673605,-73.786032,NA,NA
438,1,Bartlett Playground,Bartlett Street & Throop Avenue,Yes,Not Available,40.7008946,-73.9460852,37.7524731,-122.4195908
439,2,Battery Park Comfort Station,"Battery Place, State & Whitehall streets",Yes,Not Available,NA,NA,40.7035905,-74.0144071
440,1,Bayview Playground,Seaview Avenue & East 99 Street,Yes,Not Available,40.634803,-73.887118,40.635361,-73.8874068
441,1,Bedford Playground,"Bedford Avenue & South 9 Street, Division Avenue",Yes,Not Available,40.708391,-73.9639214,40.6536822,-73.9561495
442,1,Benson Playground,Bath Avenue between Bay 22 & Bay 23 streets,Yes,Not Available,40.602355,-74.002215,NA,NA
443,1,Bensonhurst Park,"Gravesend Bay, 21 & Cropsey avenues, Bay Parkway",Yes,Not Available,40.597859,-74.000014,NA,NA
444,1,Betsy Head Playground,"Livonia, Dumont, Hopkinson, Blake avenues, Strauss Street",Yes,Not Available,40.664648,-73.911824,NA,NA
